date,value
16-03-2003,$1.03
09-03-2003,$1.01
02-03-2003,$1.07
23-02-2003,$1.20
16-02-2003,$1.33
09-02-2003,$1.74
02-02-2003,$1.46
26-01-2003,$1.34
19-01-2003,$1.55
12-01-2003,$1.49
05-01-2003,$2.06
03-11-2002,$1.68
27-10-2002,$1.19
20-10-2002,$1.00
13-10-2002,$1.05
06-10-2002,$1.11
29-09-2002,$0.95
22-09-2002,$0.83
15-09-2002,$0.80
08-09-2002,$0.85
01-09-2002,$1.01
25-08-2002,$1.26
18-08-2002,$1.24
11-08-2002,$1.30
04-08-2002,$1.18
28-07-2002,$1.18
21-07-2002,$1.00
14-07-2002,$0.74
07-07-2002,$0.68
30-06-2002,$0.68
16-06-2002,$0.79
09-06-2002,$0.93
02-06-2002,$0.96
26-05-2002,$0.99
19-05-2002,$1.05
12-05-2002,$0.97
05-05-2002,$0.91
28-04-2002,$0.87
21-04-2002,$0.92
14-04-2002,$1.00
07-04-2002,$1.06
31-03-2002,$0.84
24-03-2002,$0.93
17-03-2002,$1.59
10-03-2002,$1.71
03-03-2002,$2.21
24-02-2002,$2.11
17-02-2002,$1.93
10-02-2002,$1.79
03-02-2002,$2.24
27-01-2002,$1.84
20-01-2002,$2.02
13-01-2002,$2.91
04-11-2001,$1.55
28-10-2001,$1.22
21-10-2001,$1.06
14-10-2001,$1.08
07-10-2001,$1.28
30-09-2001,$1.40
23-09-2001,$1.30
16-09-2001,$1.05
09-09-2001,$1.03
02-09-2001,$1.30
26-08-2001,$1.69
19-08-2001,$1.50
12-08-2001,$1.29
05-08-2001,$1.10
29-07-2001,$1.05
22-07-2001,$1.05
15-07-2001,$1.05
08-07-2001,$1.05
01-07-2001,$0.97
24-06-2001,$1.00
17-06-2001,$0.85
10-06-2001,$0.84
03-06-2001,$1.01
27-05-2001,$0.90
20-05-2001,$0.80
13-05-2001,$0.72
06-05-2001,$0.77
29-04-2001,$0.76
22-04-2001,$0.80
15-04-2001,$1.09
08-04-2001,$1.97
01-04-2001,$1.74
25-03-2001,$1.45
18-03-2001,$1.21
11-03-2001,$1.88
25-02-2001,$1.97
